cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
2g471tb4,265b02b50d81b6db6645d86e6d9cbd4b9c39db73,PMC,A flexible loop in yeast ribosomal protein L11 coordinates P-site tRNA binding,10.1093/nar/gkq711,PMC3001080,20705654,cc-by-nc,"High-resolution structures reveal that yeast ribosomal protein L11 and its bacterial/archael homologs called L5 contain a highly conserved, basically charged internal loop that interacts with the peptidyl-transfer RNA (tRNA) T-loop. We call this the L11 ‘P-site loop’. Chemical protection of wild-type ribosome shows that that the P-site loop is inherently flexible, i.e. it is extended into the ribosomal P-site when this is unoccupied by tRNA, while it is retracted into the terminal loop of 25S rRNA Helix 84 when the P-site is occupied. To further analyze the function of this structure, a series of mutants within the P-site loop were created and analyzed. A mutant that favors interaction of the P-site loop with the terminal loop of Helix 84 promoted increased affinity for peptidyl-tRNA, while another that favors its extension into the ribosomal P-site had the opposite effect. The two mutants also had opposing effects on binding of aa-tRNA to the ribosomal A-site, and downstream functional effects were observed on translational fidelity, drug resistance/hypersensitivity, virus maintenance and overall cell growth. These analyses suggest that the L11 P-site loop normally helps to optimize ribosome function by monitoring the occupancy status of the ribosomal P-site.",2010-08-12,"Rhodin, Michael H. J.; Dinman, Jonathan D.",Nucleic Acids Res,,,,document_parses/pdf_json/265b02b50d81b6db6645d86e6d9cbd4b9c39db73.json,document_parses/pmc_json/PMC3001080.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3001080/,
ft5wl70x,b97de55ba907c3b1f3048bfecf6b2b3970363541,PMC,Involvement of microRNAs in physiological and pathological processes in the lung,10.1186/1465-9921-11-159,PMC3001429,21092244,cc-by,"To date, at least 900 different microRNA (miRNA) genes have been discovered in the human genome. These short, single-stranded RNA molecules originate from larger precursor molecules that fold to produce hairpin structures, which are subsequently processed by ribonucleases Drosha/Pasha and Dicer to form mature miRNAs. MiRNAs play role in the posttranscriptional regulation of about one third of human genes, mainly via degradation of target mRNAs. Whereas the target mRNAs are often involved in the regulation of diverse physiological processes ranging from developmental timing to apoptosis, miRNAs have a strong potential to regulate fundamental biological processes also in the lung compartment. However, the knowledge of the role of miRNAs in physiological and pathological conditions in the lung is still limited. This review, therefore, summarizes current knowledge of the mechanism, function of miRNAs and their contribution to lung development and homeostasis. Besides the involvement of miRNAs in pulmonary physiological conditions, there is evidence that abnormal miRNA expression may lead to pathological processes and development of various pulmonary diseases. Next, the review describes current state-of-art on the miRNA expression profiles in smoking-related diseases including lung cancerogenesis, in immune system mediated pulmonary diseases and fibrotic processes in the lung. From the current research it is evident that miRNAs may play role in the posttranscriptional regulation of key genes in human pulmonary diseases. Further studies are, therefore, necessary to explore miRNA expression profiles and their association with target mRNAs in human pulmonary diseases.",2010-11-23,"Tomankova, Tereza; Petrek, Martin; Kriegova, Eva",Respir Res,,,,document_parses/pdf_json/b97de55ba907c3b1f3048bfecf6b2b3970363541.json,document_parses/pmc_json/PMC3001429.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3001429/,
m9ni2883,d2c969ba79febb099c393fe284d008f535f85ea5,PMC,Rapid detection of pandemic influenza in the presence of seasonal influenza,10.1186/1471-2458-10-726,PMC3001734,21106071,cc-by,"BACKGROUND: Key to the control of pandemic influenza are surveillance systems that raise alarms rapidly and sensitively. In addition, they must minimise false alarms during a normal influenza season. We develop a method that uses historical syndromic influenza data from the existing surveillance system 'SERVIS' (Scottish Enhanced Respiratory Virus Infection Surveillance) for influenza-like illness (ILI) in Scotland. METHODS: We develop an algorithm based on the weekly case ratio (WCR) of reported ILI cases to generate an alarm for pandemic influenza. From the seasonal influenza data from 13 Scottish health boards, we estimate the joint probability distribution of the country-level WCR and the number of health boards showing synchronous increases in reported influenza cases over the previous week. Pandemic cases are sampled with various case reporting rates from simulated pandemic influenza infections and overlaid with seasonal SERVIS data from 2001 to 2007. Using this combined time series we test our method for speed of detection, sensitivity and specificity. Also, the 2008-09 SERVIS ILI cases are used for testing detection performances of the three methods with a real pandemic data. RESULTS: We compare our method, based on our simulation study, to the moving-average Cumulative Sums (Mov-Avg Cusum) and ILI rate threshold methods and find it to be more sensitive and rapid. For 1% case reporting and detection specificity of 95%, our method is 100% sensitive and has median detection time (MDT) of 4 weeks while the Mov-Avg Cusum and ILI rate threshold methods are, respectively, 97% and 100% sensitive with MDT of 5 weeks. At 99% specificity, our method remains 100% sensitive with MDT of 5 weeks. Although the threshold method maintains its sensitivity of 100% with MDT of 5 weeks, sensitivity of Mov-Avg Cusum declines to 92% with increased MDT of 6 weeks. For a two-fold decrease in the case reporting rate (0.5%) and 99% specificity, the WCR and threshold methods, respectively, have MDT of 5 and 6 weeks with both having sensitivity close to 100% while the Mov-Avg Cusum method can only manage sensitivity of 77% with MDT of 6 weeks. However, the WCR and Mov-Avg Cusum methods outperform the ILI threshold method by 1 week in retrospective detection of the 2009 pandemic in Scotland. CONCLUSIONS: While computationally and statistically simple to implement, the WCR algorithm is capable of raising alarms, rapidly and sensitively, for influenza pandemics against a background of seasonal influenza. Although the algorithm was developed using the SERVIS data, it has the capacity to be used at other geographic scales and for different disease systems where buying some early extra time is critical.",2010-11-24,"Singh, Brajendra K; Savill, Nicholas J; Ferguson, Neil M; Robertson, Chris; Woolhouse, Mark EJ",BMC Public Health,,,,document_parses/pdf_json/d2c969ba79febb099c393fe284d008f535f85ea5.json,document_parses/pmc_json/PMC3001734.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3001734/,
f6igj0pd,8d8ab6d3f0c6ff09e306c23c87f823f9382ff32e,PMC,Responses of Human Endothelial Cells to Pathogenic and Non-Pathogenic Leptospira Species,10.1371/journal.pntd.0000918,PMC3001904,21179504,cc-by,"Leptospirosis is a widespread zoonotic infection that primarily affects residents of tropical regions, but causes infections in animals and humans in temperate regions as well. The agents of leptospirosis comprise several members of the genus Leptospira, which also includes non-pathogenic, saprophytic species. Leptospirosis can vary in severity from a mild, non-specific illness to severe disease that includes multi-organ failure and widespread endothelial damage and hemorrhage. To begin to investigate how pathogenic leptospires affect endothelial cells, we compared the responses of two endothelial cell lines to infection by pathogenic versus non-pathogenic leptospires. Microarray analyses suggested that pathogenic L. interrogans and non-pathogenic L. biflexa triggered changes in expression of genes whose products are involved in cellular architecture and interactions with the matrix, but that the changes were in opposite directions, with infection by L. biflexa primarily predicted to increase or maintain cell layer integrity, while L. interrogans lead primarily to changes predicted to disrupt cell layer integrity. Neither bacterial strain caused necrosis or apoptosis of the cells even after prolonged incubation. The pathogenic L. interrogans, however, did result in significant disruption of endothelial cell layers as assessed by microscopy and the ability of the bacteria to cross the cell layers. This disruption of endothelial layer integrity was abrogated by addition of the endothelial protective drug lisinopril at physiologically relevant concentrations. These results suggest that, through adhesion of L. interrogans to endothelial cells, the bacteria may disrupt endothelial barrier function, promoting dissemination of the bacteria and contributing to severe disease manifestations. In addition, supplementing antibiotic therapy with lisinopril or derivatives with endothelial protective activities may decrease the severity of leptospirosis.",2010-12-14,"Martinez-Lopez, Denise G.; Fahey, Mark; Coburn, Jenifer",PLoS Negl Trop Dis,,,,document_parses/pdf_json/8d8ab6d3f0c6ff09e306c23c87f823f9382ff32e.json,document_parses/pmc_json/PMC3001904.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3001904/,
l3ej1hdk,f46d2803581226a9a94026693e95db88e7c70641,PMC,A Porcine Adenovirus with Low Human Seroprevalence Is a Promising Alternative Vaccine Vector to Human Adenovirus 5 in an H5N1 Virus Disease Model,10.1371/journal.pone.0015301,PMC3002947,21179494,cc-by,"Human adenovirus 5 (AdHu5) vectors are robust vaccine platforms however the presence of naturally-acquired neutralizing antibodies may reduce vector efficacy and potential for re-administration. This study evaluates immune responses and protection following vaccination with a replication-incompetent porcine adenovirus 3 (PAV3) vector as an alternative vaccine to AdHu5 using an avian influenza H5N1 disease model. Vaccine efficacy was evaluated in BALB/c mice following vaccination with different doses of the PAV3 vector expressing an optimized A/Hanoi/30408/2005 H5N1 hemagglutinin antigen (PAV3-HA) and compared with an AdHu5-HA control. PAV3-HA rapidly generated antibody responses, with significant neutralizing antibody titers on day 21, and stronger cellular immune responses detected on day 8, compared to AdHu5-HA. The PAV3-HA vaccine, administered 8 days before challenge, demonstrated improved survival and lower virus load. Evaluation of long-term vaccine efficacy at 12 months post-vaccination showed better protection with the PAV3-HA than with the AdHu5-HA vaccine. Importantly, as opposed to AdHu5, PAV3 vector was not significantly neutralized by human antibodies pooled from over 10,000 individuals. Overall, PAV3-based vector is capable of mediating swift, strong immune responses and offer a promising alternative to AdHu5.",2010-12-16,"Patel, Ami; Tikoo, Suresh; Kobinger, Gary",PLoS One,,,,document_parses/pdf_json/f46d2803581226a9a94026693e95db88e7c70641.json,document_parses/pmc_json/PMC3002947.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3002947/,
2aku9prp,e8c2bc95762a2aefd919b02ae90131bc67716140,PMC,Liposome-Coupled Antigens Are Internalized by Antigen-Presenting Cells via Pinocytosis and Cross-Presented to CD8(+) T Cells,10.1371/journal.pone.0015225,PMC3003686,21179411,cc-by,"We have previously demonstrated that antigens chemically coupled to the surface of liposomes consisting of unsaturated fatty acids were cross-presented by antigen-presenting cells (APCs) to CD8(+) T cells, and that this process resulted in the induction of antigen-specific cytotoxic T lymphocytes. In the present study, the mechanism by which the liposome-coupled antigens were cross-presented to CD8(+) T cells by APCs was investigated. Confocal laser scanning microscopic analysis demonstrated that antigens coupled to the surface of unsaturated-fatty-acid-based liposomes received processing at both MHC class I and class II compartments, while most of the antigens coupled to the surface of saturated-fatty-acid-based liposomes received processing at the class II compartment. In addition, flow cytometric analysis demonstrated that antigens coupled to the surface of unsaturated-fatty-acid-liposomes were taken up by APCs even in a 4°C environment; this was not true of saturated-fatty-acid-liposomes. When two kinds of inhibitors, dimethylamiloride (DMA) and cytochalasin B, which inhibit pinocytosis and phagocytosis by APCs, respectively, were added to the culture of APCs prior to the antigen pulse, DMA but not cytochalasin B significantly reduced uptake of liposome-coupled antigens. Further analysis of intracellular trafficking of liposomal antigens using confocal laser scanning microscopy revealed that a portion of liposome-coupled antigens taken up by APCs were delivered to the lysosome compartment. In agreement with the reduction of antigen uptake by APCs, antigen presentation by APCs was significantly inhibited by DMA, and resulted in the reduction of IFN-γ production by antigen-specific CD8(+) T cells. These results suggest that antigens coupled to the surface of liposomes consisting of unsaturated fatty acids might be pinocytosed by APCs, loaded onto the class I MHC processing pathway, and presented to CD8(+) T cells. Thus, these liposome-coupled antigens are expected to be applicable for the development of vaccines that induce cellular immunity.",2010-12-17,"Tanaka, Yuriko; Taneichi, Maiko; Kasai, Michiyuki; Kakiuchi, Terutaka; Uchida, Tetsuya",PLoS One,,,,document_parses/pdf_json/e8c2bc95762a2aefd919b02ae90131bc67716140.json,document_parses/pmc_json/PMC3003686.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3003686/,
cgx90xnt,d3f7afa8b4d0f21b23ccb1135dec12356375f5cc,PMC,Therapeutic Vaccination in Chronic Hepatitis B: Preclinical Studies in the Woodchuck,10.1155/2010/817580,PMC3003998,21188201,cc-by,"Recommended treatment of chronic hepatitis B with interferon-α and/or nucleos(t)ide analogues does not lead to a satisfactory result. Induction of HBV-specific T cells by therapeutic vaccination or immunotherapies may be an innovative strategy to overcome virus persistence. Vaccination with commercially available HBV vaccines in patients did not result in effective control of HBV infection, suggesting that new formulations of therapeutic vaccines are needed. The woodchuck (Marmota monax) is a useful preclinical model for developing the new therapeutic approaches in chronic hepadnaviral infections. Several innovative approaches combining antiviral treatments with nucleos(t)ide analogues, DNA vaccines, and protein vaccines were tested in the woodchuck model. In this paper we summarize the available data concerning therapeutic immunization and gene therapy using recombinant viral vectors approaches in woodchucks, which show encouraging results. In addition, we present potential innovations in immunomodulatory strategies to be evaluated in this animal model.",2010-09-07,"Kosinska, Anna D.; Zhang, Ejuan; Lu, Mengji; Roggendorf, Michael",Hepat Res Treat,,,,document_parses/pdf_json/d3f7afa8b4d0f21b23ccb1135dec12356375f5cc.json,document_parses/pmc_json/PMC3003998.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3003998/,
k2a0q9y8,9b2cf86c30314f63a3aeafcf615dc9a5dee997df,PMC,"Human immunome, bioinformatic analyses using HLA supermotifs and the parasite genome, binding assays, studies of human T cell responses, and immunization of HLA-A*1101 transgenic mice including novel adjuvants provide a foundation for HLA-A03 restricted CD8(+)T cell epitope based, adjuvanted vaccine protective against Toxoplasma gondii",10.1186/1745-7580-6-12,PMC3009956,21129215,cc-by,"BACKGROUND: Toxoplasmosis causes loss of life, cognitive and motor function, and sight. A vaccine is greatly needed to prevent this disease. The purpose of this study was to use an immmunosense approach to develop a foundation for development of vaccines to protect humans with the HLA-A03 supertype. Three peptides had been identified with high binding scores for HLA-A03 supertypes using bioinformatic algorhythms, high measured binding affinity for HLA-A03 supertype molecules, and ability to elicit IFN-γ production by human HLA-A03 supertype peripheral blood CD8(+ )T cells from seropositive but not seronegative persons. RESULTS: Herein, when these peptides were administered with the universal CD4(+)T cell epitope PADRE (AKFVAAWTLKAAA) and formulated as lipopeptides, or administered with GLA-SE either alone, or with Pam(2)Cys added, we found we successfully created preparations that induced IFN-γ and reduced parasite burden in HLA-A*1101(an HLA-A03 supertype allele) transgenic mice. GLA-SE is a novel emulsified synthetic TLR4 ligand that is known to facilitate development of T Helper 1 cell (TH1) responses. Then, so our peptides would include those expressed in tachyzoites, bradyzoites and sporozoites from both Type I and II parasites, we used our approaches which had identified the initial peptides. We identified additional peptides using bioinformatics, binding affinity assays, and study of responses of HLA-A03 human cells. Lastly, we found that immunization of HLA-A*1101 transgenic mice with all the pooled peptides administered with PADRE, GLA-SE, and Pam(2)Cys is an effective way to elicit IFN-γ producing CD8(+ )splenic T cells and protection. Immunizations included the following peptides together: KSFKDILPK (SAG1(224-232)); AMLTAFFLR (GRA6(164-172)); RSFKDLLKK (GRA7(134-142)); STFWPCLLR (SAG2C(13-21)); SSAYVFSVK((SPA250-258)); and AVVSLLRLLK(SPA(89-98)). This immunization elicited robust protection, measured as reduced parasite burden using a luciferase transfected parasite, luciferin, this novel, HLA transgenic mouse model, and imaging with a Xenogen camera. CONCLUSIONS: Toxoplasma gondii peptides elicit HLA-A03 restricted, IFN-γ producing, CD8(+ )T cells in humans and mice. These peptides administered with adjuvants reduce parasite burden in HLA-A*1101 transgenic mice. This work provides a foundation for immunosense based vaccines. It also defines novel adjuvants for newly identified peptides for vaccines to prevent toxoplasmosis in those with HLA-A03 supertype alleles.",2010-12-03,"Cong, Hua; Mui, Ernest J; Witola, William H; Sidney, John; Alexander, Jeff; Sette, Alessandro; Maewal, Ajesh; McLeod, Rima",Immunome Res,,,,document_parses/pdf_json/9b2cf86c30314f63a3aeafcf615dc9a5dee997df.json,document_parses/pmc_json/PMC3009956.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3009956/,
dc7fn26s,e9c4b287820b6a554a2b46e8b74a1c5f6d88213b,PMC,Conserved epitopes of influenza A virus inducing protective immunity and their prospects for universal vaccine development,10.1186/1743-422x-7-351,PMC3009981,21118546,cc-by,"Influenza A viruses belong to the best studied viruses, however no effective prevention against influenza infection has been developed. The emerging of still new escape variants of influenza A viruses causing epidemics and periodic worldwide pandemics represents a threat for human population. Therefore, current, hot task of influenza virus research is to look for a way how to get us closer to a universal vaccine. Combination of chosen conserved antigens inducing cross-protective antibody response with epitopes activating also cross-protective cytotoxic T-cells would offer an attractive strategy for improving protection against drift variants of seasonal influenza viruses and reduces the impact of future pandemic strains. Antigenically conserved fusion-active subunit of hemagglutinin (HA2 gp) and ectodomain of matrix protein 2 (eM2) are promising candidates for preparation of broadly protective HA2- or eM2-based vaccine that may aid in pandemic preparedness. Overall protective effect could be achieved by contribution of epitopes recognized by cytotoxic T-lymphocytes (CTL) that have been studied extensively to reach much broader control of influenza infection. In this review we present the state-of-art in this field. We describe known adaptive immune mechanisms mediated by influenza specific B- and T-cells involved in the anti-influenza immune defense together with the contribution of innate immunity. We discuss the mechanisms of neutralization of influenza infection mediated by antibodies, the role of CTL in viral elimination and new approaches to develop epitope based vaccine inducing cross-protective influenza virus-specific immune response.",2010-11-30,"Staneková, Zuzana; Varečková, Eva",Virol J,,,,document_parses/pdf_json/e9c4b287820b6a554a2b46e8b74a1c5f6d88213b.json,document_parses/pmc_json/PMC3009981.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3009981/,
svn4e6w6,808ed8eb35c9674d24e464888c76c898ea979691,PMC,The intracellular dynamic of protein palmitoylation,10.1083/jcb.201008160,PMC3010063,21187327,cc-by-nc-sa,"S-palmitoylation describes the reversible attachment of fatty acids (predominantly palmitate) onto cysteine residues via a labile thioester bond. This posttranslational modification impacts protein functionality by regulating membrane interactions, intracellular sorting, stability, and membrane micropatterning. Several recent findings have provided a tantalizing insight into the regulation and spatiotemporal dynamics of protein palmitoylation. In mammalian cells, the Golgi has emerged as a possible super-reaction center for the palmitoylation of peripheral membrane proteins, whereas palmitoylation reactions on post-Golgi compartments contribute to the regulation of specific substrates. In addition to palmitoylating and depalmitoylating enzymes, intracellular palmitoylation dynamics may also be controlled through interplay with distinct posttranslational modifications, such as phosphorylation and nitrosylation.",2010-12-27,"Salaun, Christine; Greaves, Jennifer; Chamberlain, Luke H.",J Cell Biol,,,,document_parses/pdf_json/808ed8eb35c9674d24e464888c76c898ea979691.json,document_parses/pmc_json/PMC3010063.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3010063/,
s4e08yvg,d3b433d903791c682135be571dbdf7835fe56741,PMC,"The impact of sex, gender and pregnancy on 2009 H1N1 disease",10.1186/2042-6410-1-5,PMC3010100,21208468,cc-by,"Children and young adults of reproductive age have emerged as groups that are highly vulnerable to the current 2009 H1N1 pandemic. The sex of an individual is a fundamental factor that can influence exposure, susceptibility and immune responses to influenza. Worldwide, the incidence, disease burden, morbidity and mortality rates following exposure to the 2009 H1N1 influenza virus differ between males and females and are often age-dependent. Pregnancy and differences in the presentation of various risk factors contribute to the worse outcome of infection in women. Vaccination and antiviral treatment efficacy also vary in a sex-dependent manner. Finally, sex-specific genetic and hormonal differences may contribute to the severity of influenza and the clearance of viral infection. The contribution of sex and gender to influenza can only be determined by a greater consideration of these factors in clinical and epidemiological studies and increased research into the biological basis underlying these differences.",2010-11-04,"Klein, Sabra L; Passaretti, Catherine; Anker, Martha; Olukoya, Peju; Pekosz, Andrew",Biol Sex Differ,,,,document_parses/pdf_json/d3b433d903791c682135be571dbdf7835fe56741.json,document_parses/pmc_json/PMC3010100.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3010100/,
b66bb2ri,f7c0f747be302193f876a3d3ddf1e14098090e75,PMC,PhEVER: a database for the global exploration of virus–host evolutionary relationships,10.1093/nar/gkq1013,PMC3013642,21081560,cc-by-nc,"Fast viral adaptation and the implication of this rapid evolution in the emergence of several new infectious diseases have turned this issue into a major challenge for various research domains. Indeed, viruses are involved in the development of a wide range of pathologies and understanding how viruses and host cells interact in the context of adaptation remains an open question. In order to provide insights into the complex interactions between viruses and their host organisms and namely in the acquisition of novel functions through exchanges of genetic material, we developed the PhEVER database. This database aims at providing accurate evolutionary and phylogenetic information to analyse the nature of virus–virus and virus–host lateral gene transfers. PhEVER (http://pbil.univ-lyon1.fr/databases/phever) is a unique database of homologous families both (i) between sequences from different viruses and (ii) between viral sequences and sequences from cellular organisms. PhEVER integrates extensive data from up-to-date completely sequenced genomes (2426 non-redundant viral genomes, 1007 non-redundant prokaryotic genomes, 43 eukaryotic genomes ranging from plants to vertebrates) and offers a clustering of proteins into homologous families containing at least one viral sequences, as well as alignments and phylogenies for each of these families. Public access to PhEVER is available through its webpage and through all dedicated ACNUC retrieval systems.",2010-11-16,"Palmeira, Leonor; Penel, Simon; Lotteau, Vincent; Rabourdin-Combe, Chantal; Gautier, Christian",Nucleic Acids Res,,,,document_parses/pdf_json/f7c0f747be302193f876a3d3ddf1e14098090e75.json,document_parses/pmc_json/PMC3013642.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3013642/,
2ad1tu4s,d6631a0f06bb98c73bfde3c98faf886c8be05522,PMC,"Reporting errors in infectious disease outbreaks, with an application to Pandemic Influenza A/H1N1",10.1186/1742-5573-7-12,PMC3018365,21159178,cc-by,"BACKGROUND: Effectively responding to infectious disease outbreaks requires a well-informed response. Quantitative methods for analyzing outbreak data and estimating key parameters to characterize the spread of the outbreak, including the reproductive number and the serial interval, often assume that the data collected is complete. In reality reporting delays, undetected cases or lack of sensitive and specific tests to diagnose disease lead to reporting errors in the case counts. Here we provide insight on the impact that such reporting errors might have on the estimation of these key parameters. RESULTS: We show that when the proportion of cases reported is changing through the study period, the estimates of key epidemiological parameters are biased. Using data from the Influenza A/H1N1 outbreak in La Gloria, Mexico, we provide estimates of these parameters, accounting for possible reporting errors, and show that they can be biased by as much as 33%, if reporting issues are not accounted for. CONCLUSIONS: Failure to account for missing data can lead to misleading and inaccurate estimates of epidemic parameters.",2010-12-15,"White, Laura F; Pagano, Marcello",Epidemiol Perspect Innov,,,,document_parses/pdf_json/d6631a0f06bb98c73bfde3c98faf886c8be05522.json,document_parses/pmc_json/PMC3018365.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3018365/,
iv18eiap,f12dac6dd672f51fbf89bec56df7f7a8af5331df,PMC,Pathological and ultrastructural analysis of surgical lung biopsies in patients with swine‐origin influenza type A/H1N1 and acute respiratory failure,10.1590/s1807-59322010001200003,PMC3020331,21340209,cc-by-nc,"BACKGROUND: Cases of H1N1 and other pulmonary infections evolve to acute respiratory failure and death when co‐infections or lung injury predominate over the immune response, thus requiring early diagnosis to improve treatment. OBJECTIVE: To perform a detailed histopathological analysis of the open lung biopsy specimens from five patients with ARDS with confirmed H1N1. METHODS: Lung specimens underwent microbiologic analysis, and examination by optical and electron microscopy. Immunophenotyping was used to characterize macrophages, natural killer, T and B cells, and expression of cytokines and iNOS. RESULTS: The pathological features observed were necrotizing bronchiolitis, diffuse alveolar damage, alveolar hemorrhage and abnormal immune response. Ultrastructural analysis showed viral‐like particles in all cases. CONCLUSIONS: Viral‐like particles can be successfully demonstrated in lung tissue by ultrastructural examination, without confirmation of the virus by RT‐PCR on nasopharyngeal aspirates. Bronchioles and epithelium, rather than endothelium, are probably the primary target of infection, and diffuse alveolar damage the consequence of the effect of airways obliteration and dysfunction on innate immunity, suggesting that treatment should be focused on epithelial repair.",2010-12-02,"Capelozzi, Vera Luiza; Parra, Edwin Roger; Ximenes, Manoel; Bammann, Ricardo Helbert; Barbas, Carmen Silvia Valente; Duarte, Marid Irmd Seixas",Clinics (Sao Paulo),,,,document_parses/pdf_json/f12dac6dd672f51fbf89bec56df7f7a8af5331df.json,document_parses/pmc_json/PMC3020331.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3020331/,
cxr1ul7q,24ed8576ee1d7a6b01e2a5814d0df146e32d8fde,PMC,Ventilatory and ECMO treatment of H1N1-induced severe respiratory failure: results of an Italian referral ECMO center,10.1186/1471-2466-11-2,PMC3022902,21223541,cc-by,"BACKGROUND: Since the first outbreak of a respiratory illness caused by H1N1 virus in Mexico, several reports have described the need of intensive care or extracorporeal membrane oxygenation (ECMO) assistance in young and often healthy patients. Here we describe our experience in H1N1-induced ARDS using both ventilation strategy and ECMO assistance. METHODS: Following Italian Ministry of Health instructions, an Emergency Service was established at the Careggi Teaching Hospital (Florence, Italy) for the novel pandemic influenza. From Sept 09 to Jan 10, all patients admitted to our Intensive Care Unit (ICU) of the Emergency Department with ARDS due to H1N1 infection were studied. All ECMO treatments were veno-venous. H1N1 infection was confirmed by PCR assayed on pharyngeal swab, subglottic aspiration and bronchoalveolar lavage. Lung pathology was evaluated daily by lung ultrasound (LUS) examination. RESULTS: A total of 12 patients were studied: 7 underwent ECMO treatment, and 5 responded to protective mechanical ventilation. Two patients had co-infection by Legionella Pneumophila. One woman was pregnant. In our series, PCR from bronchoalveolar lavage had a 100% sensitivity compared to 75% from pharyngeal swab samples. The routine use of LUS limited the number of chest X-ray examinations and decreased transportation to radiology for CT-scan, increasing patient safety and avoiding the transitory disconnection from ventilator. No major complications occurred during ECMO treatments. In three cases, bleeding from vascular access sites due to heparin infusion required blood transfusions. Overall mortality rate was 8.3%. CONCLUSIONS: In our experience, early ECMO assistance resulted safe and feasible, considering the life threatening condition, in H1N1-induced ARDS. Lung ultrasound is an effective mean for daily assessment of ARDS patients.",2011-01-11,"Cianchi, Giovanni; Bonizzoli, Manuela; Pasquini, Andrea; Bonacchi, Massimo; Zagli, Giovanni; Ciapetti, Marco; Sani, Guido; Batacchi, Stefano; Biondi, Simona; Bernardo, Pasquale; Lazzeri, Chiara; Giovannini, Valtere; Azzi, Alberta; Abbate, Rosanna; Gensini, Gianfranco; Peris, Adriano",BMC Pulm Med,,,,document_parses/pdf_json/24ed8576ee1d7a6b01e2a5814d0df146e32d8fde.json,document_parses/pmc_json/PMC3022902.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3022902/,
9tivuyh5,9e7e20f7b3fcd74b3f899215f18e096c30fec048,PMC,Broadly cross-reactive antibodies dominate the human B cell response against 2009 pandemic H1N1 influenza virus infection,10.1084/jem.20101352,PMC3023136,21220454,cc-by-nc-sa,"The 2009 pandemic H1N1 influenza pandemic demonstrated the global health threat of reassortant influenza strains. Herein, we report a detailed analysis of plasmablast and monoclonal antibody responses induced by pandemic H1N1 infection in humans. Unlike antibodies elicited by annual influenza vaccinations, most neutralizing antibodies induced by pandemic H1N1 infection were broadly cross-reactive against epitopes in the hemagglutinin (HA) stalk and head domain of multiple influenza strains. The antibodies were from cells that had undergone extensive affinity maturation. Based on these observations, we postulate that the plasmablasts producing these broadly neutralizing antibodies were predominantly derived from activated memory B cells specific for epitopes conserved in several influenza strains. Consequently, most neutralizing antibodies were broadly reactive against divergent H1N1 and H5N1 influenza strains. This suggests that a pan-influenza vaccine may be possible, given the right immunogen. Antibodies generated potently protected and rescued mice from lethal challenge with pandemic H1N1 or antigenically distinct influenza strains, making them excellent therapeutic candidates.",2011-01-17,"Wrammert, Jens; Koutsonanos, Dimitrios; Li, Gui-Mei; Edupuganti, Srilatha; Sui, Jianhua; Morrissey, Michael; McCausland, Megan; Skountzou, Ioanna; Hornig, Mady; Lipkin, W. Ian; Mehta, Aneesh; Razavi, Behzad; Del Rio, Carlos; Zheng, Nai-Ying; Lee, Jane-Hwei; Huang, Min; Ali, Zahida; Kaur, Kaval; Andrews, Sarah; Amara, Rama Rao; Wang, Youliang; Das, Suman Ranjan; O'Donnell, Christopher David; Yewdell, Jon W.; Subbarao, Kanta; Marasco, Wayne A.; Mulligan, Mark J.; Compans, Richard; Ahmed, Rafi; Wilson, Patrick C.",J Exp Med,,,,document_parses/pdf_json/9e7e20f7b3fcd74b3f899215f18e096c30fec048.json,document_parses/pmc_json/PMC3023136.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3023136/,
dvh0qrgp,dbd72b5ba77c2a2d2fdf87b7cc6a39d6b97fb3cc,PMC,Annual Symposium of the Society for the Study of Inborn Errors of Metabolism,10.1007/s10545-011-9371-z,PMC3026677,20821054,no-cc,,2011-07-26,,J Inherit Metab Dis,,,,document_parses/pdf_json/dbd72b5ba77c2a2d2fdf87b7cc6a39d6b97fb3cc.json,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3026677/,
